SINTA_INDEX,JOURNAL_TITLE,ARTICLE_TITLE,ARTICLE_ABSTRACT
S0,Kesmas: Jurnal Kesehatan Masyarakat Nasional,Program Langit Biru : Kontribusi Kebijakan Pengendalian Pencemaran Udara Kota  terhadap Penurunan Penyakit Pernapasan  pada Anak ,"Pencemaran udara perkotaan yang berdampak buruk terhadap kesehatan masyarakat sering dikaitkan dengan PM10, NO2, dan ozon, polutan reaktif yangmemicu kerusakan jaringan dalam saluran napas melalui mekanisme stres oksidatif dan inflamasi saluran napas. Pajanan jangka panjang polutan tersebutberpengaruh terhadap gangguan pernapasan, penurunan fungsi paru, asma, serta penyakit sistem pernapasan kronik lain seperti penyakit paru-paru obstruktifkronik. Program Langit Biru merupakan salah satu upaya mengurangi pencemaran udara dari sektor transportasi yang dicanangkan sejak tahun 1996. Hinggakini, kontribusi Program Langit Biru terhadap penurunan kasus gangguan pernapasan pada anak belum dapat diperkirakan, antara lain disebabkan oleh ka-rena pelaksanaan program melalui kegiatan riil yang baru terwujud beberapa tahun setelah dicanangkan, serta berbagai kendala lainnya. Padahal, beberapa penelitian di negara lain menunjukkan bahwa pengendalian pencemaran udara dapat memberikan kontribusi yang cukup signifikan bagi penurunan kasus-kasus penyakit pernapasan pada anak. Oleh karena itu, agar terwujud kualitas udara yang aman bagi kesehatan, dibutuhkan dukungan dan peran yanglebih besar dari pemerintah, pelaksana program, dan masyarakat.Kata kunci : Pencemaran udara, program langit biruAbstractUrban air pollution that have negative impact on public health is frequently related to PM10, NO2, and ozone, the reactive pollutants that could trigger inter-nal tissue of respiratory tract through mechanism of oxidative stress and respiratory tract inflammation. Long term exposure to the pollutant related to respiratory abnormality, lung function, asthma, chronic respiratory disease, and chronic obstructive pulmonary disease. The Blue Sky Program is one measure forreducing air pollutant of transportation sector and has been designed since 1996. Until now, the blue sky program contribution on respiratory track disorderreduction on children has not been predicted yet, due to delay in program implementation and real activities were just been realized years after the programdeclaration and also due to other constraints. Researches in other countries show that air pollution control contributes significantly to the reduction of respiratory track disease among children. To achieve healthy air quality, bigger support and more active role from government, program manager and public areessentially needed.Key words : Air pollution, blue sky program"
S0,Kesmas: Jurnal Kesehatan Masyarakat Nasional,Kebutuhan Jaminan Kesehatan Masyarakat di Wiliyah Perdesaan ,"Jaminan kesehatan adalah salah satu cara untuk mengurangi beban pembiayaankesehatan yang dikeluarkan masyarakat. Sebagian besarmasyarakat perdesaan di Kabupaten Banyumas yang mempunyai tingkatkemampuan membayar pelayanan kesehatan rendah belum mempunyaijaminan kesehatan. Penelitian ini bertujuan untuk menganalisis kebutuhanjaminan dan faktor-faktor yang memengaruhi kesehatan masyarakat daerah.Penelitian ini merupakan penelitian observasional dengan desain studicross sectional. Populasi penelitian adalah seluruh kepala keluarga diKabupaten Banyumas dengan jumlah sampel 130 orang. Metode analisisyang digunakan meliputi analisis univariat, bivariat, dan multivariat.Penelitian menemukan bahwa sebagian besar masyarakat KabupatenBanyumas (72,3%) membutuhkan jaminan kesehatan daerah (Jamkesda).Terdapat hubungan antara pendidikan, pengetahuan, pendapatan, dankeyakinan terhadap mutu pelayanan kesehatan serta pola pembiayaan kesehatandengan kebutuhan Jamkesda. Persepsi berpengaruh terhadap tarifpelayanan kesehatan dengan kebutuhan Jamkesda. Persepsi terhadap tarifpelayanan kesehatan merupakan variabel yang berpengaruh terhadap kebutuhanJamkesda.Kata kunci: Kebutuhan, pembiayaan kesehatan daerah, jaminan kesehatanAbstractHealth insurance is one of the ways to reduce the burden of health financingissued by the society. Most communities in Banyumas district living inrural areas do not have health insurance. Rural communities in Banyumasdistrict have low ability to pay health care services. The aim of this study isto analyze the health insurance needs of local communities and the factorsthat affect the public health insurance need of the area. This study is an observationalstudy with survey research methods. This study used cross sectionalapproach. The study population was all households in Banyumas district.The research sample consisted of 130 people. Retrieval research dataused a questionnaire instrument. Analysis of research data used univariate,bivariate, and multivariate. The research was conducted in Banyumasdistrict. Most people in Banyumas district (72,3%) required regional healthinsurance. The result showed no relationship between education, knowledge,income, beliefs in health care quality and patterns of health financingin local communities needs of health insurance. The result showed the influenceperceptions of health care rates with the health insurance needs oflocal communities. Perceptions of health care is a variable rate which affectsthe health insurance needs of local communities.Keywords: Needs, district health financing, health insurance"
S0,Kesmas: Jurnal Kesehatan Masyarakat Nasional,Kekerasan pada Setiap Tahap Penempatan TKI Asal Propinsi Sumatera Barat Tahun 2006 ,"Peningkatan jumlah tenaga kerja Indonesia yang diberangkatkan keluar negeri seiring dengan kebijakan nasional diikuti oleh peningkatan berbagai masalah yang mengarah pada pelanggaran hak azasi manusia. Penelitian ini bertujuan mengetahui berbagai kekerasan yang menyertai setiap tahap penempatan tenaga kerja Indonesia dan dampaknya terhadap kesehatan. Penelitian ini menggunakan metoda kualitatif dengan metode pengumpulan data wawancara mendalam dan metoda analisis tema. Penelitian diadakan di Propinsi Sumatera Barat, pada bulan April-Mei 2006. Hasil penelitian menemukan semua TKI berangkat pada usia muda. TKI dengan tingkat pendidikan/ akses informasi terbatas mudah terjebak dalam pemberangkatan ilegal. Semua TKI mengalami beberapa bentuk kekerasan secara bersamaan dan berulang Besar dan besar dampak kekerasan bergradasi menurut jenis kelamin. TKI legal mengalami eksploitasi karena peraturan dan mekanisme penempatan yang belum melindungi hak azasi manusia. Kekerasan tidak hanya terjadi ketika TKI bekerja di luar negeri, tetapi sejak pra pemberangkatan sampai saat pemulangan. TKI ilegal menghadapi resiko pelanggaran hak azasi manusia yang lebih besar dan mengalami kekerasan dengan gradasi dampak yang lebih berat. Untuk menghentikan pemberangkatan ilegal, disarankan pada Dinas Tenaga Kerja Propinsi Sumatera Barat untuk meningkatkan kesadaran masyarakat tentang aspek migrasi internasional melalui informasi publik. Kepada Depnakertrans RI diharapkan dapat merevisi peraturan dan melakukan upaya diplomasi yang berorientasi pada perlindungan hak azasi manusia dengan merujuk pada kesepakatan internasional.Kata kunci : Kekerasan, kualitatif, TKI, Sumatera BaratAbstractIndonesian government has determined a policy of employment placement as national program. With the raising number of Indonesian migrant workers, the related problems are also raising. The research is qualitative research and data were taken by in-depth interview method. The aim of this study is to know the form of abuse of Indonesian migrant workers in all placements and its health impact. Thematic analysis was used in this study. The study was held in West Sumatera Province in April May 2006. The research finds that all of Indonesian Migrant Workers left the country at young ages. Those workers with low education level or had limited access to information were easily trapped in illegal departure. The form and magnitude of abuse were gradual according to sex. All Indonesian migrant workers experienced various kind of abuses simultaneously and repeatedly. Illegal Indonesian migrant workers are exploited because of the rule and mechanism of placement do not comply to human rights protection. Abuse does not only happen when Indonesian migrant workers are abroad but also before leaving and after coming home. Illegal Indonesian migrant workers faced higher risk of human rights violation and undergo abuse with greater impact. Government should improve citizen awareness to prevent abuse through elimination of illegal departure by giving information to wider public, and to have strong political commitment to revise rules related to migrant workers as well as to foster diplomatic efforts towards human right protection of Indonesian migrant workers.Keywords: Violence, qualitative, Indonesian migrant workers, West Sumatera"
S0,Kesmas: Jurnal Kesehatan Masyarakat Nasional,Masyarakat Depok Memilih Fogging  yang Tidak Dimengerti ,"Sampai kini, demam berdarah dengue masih menjadi masalah kesehatan yang utama di Kota Depok. Hal tersebut terlihat pada jumlah kasus yang terus meningkat dan semua kelurahan sudah berkembang menjadi daerah endemis demam berdarah dengue yang dapat dicegah dengan mengendalikan vektor.Upaya pembersihan sarang nyamuk PSN 3M Plus adalah teknologi yang disarankan untuk mengendalikan kejadian demam berdarah dengue, tetapi belummendapat dukungan pelaksanaan dari masyarakat. Studi ini bertujuan untuk menggali informasi tentang pengetahuan, sikap dan praktek masyarakat dalam pengendalian vektor demam berdarah dengue di Kota Depok. Hasil studi menunjukkan bahwa pengetahuan dan partisipasi masyarakat dalam pengendalian vektor DBD masih rendah, dan lingkungan sosial berpengaruh sangat dominan terhadap keputusan masyarakat.Kata kunci: Demam berdarah, pengendalian vektor, promosi kesehatanAbstractUntil now, dengue hemorrhaegic fever (DHF) is the major health problem in Depok City, number of cases was increasing, and nowadays all sub-district haveDHF endemic areas. DHF can be prevented by vector control. PSN 3M Plus is the recommended technology, but the community has not been implementedit yet. This study aims to explore information about knowledge, attitude and practice in dengue control among the communities. Results of this study indicated that knowledge and community participation dengue vector control were still low, and social environment factor was the dominant factor influencingcommunity decision. Keywords: Dengue, vector control, health promotion"
S0,Kesmas: Jurnal Kesehatan Masyarakat Nasional,Permasalahan Lanjut Usia di Daerah Perdesaan Terpencil ,"Dalam kurun waktu 35 tahun sejak tahun 1990, jumlah lanjut usia (lansia) di Indonesia meningkat 414% dan akan berada pada peringkat kelima negara dengan lansia terbesar pada tahun 2025. Seperti umumnya di negara berkembang, lebih dari dua per tiga lansia hidup di wilayah perdesaan terpencil. Penelitian ini bertujuan untuk mendeskripsikan dan membahas berbagai masalah gangguan kesehatan, sosial budaya, pelayanan, dan program-program kesehatan lansia di Kepulauan Tanimbar Provinsi Maluku. Penelitian dengan metode kualitatif melalui observasi, partisipasi, dan wawancara terhadap 30 lansia di dua wilayah semiurban dan 6 wilayah perdesaan terpencil di kepulauan Tanimbar Provinsi Maluku pada bulan April-Juni 2010. Pengumpulan data, diskusi, dan wawancara dilakukan terhadap pemegang program lansia di dinas kesehatan dan puskesmas. Gangguan kesehatan yang banyak dialami lansia adalah artralgia genu, gastritis kronis, nyeri pinggang bawah, katarak, hipertensi, dan diabetes melitus. Masalah sosial budaya akibat urbanisasi membuat para lansia ting- gal sendiri tanpa perawatan anak atau cucu. Pelayanan kesehatan terlihat belum optimal, sarana/prasarana terbatas, aspek promosi kesehatan terabaikan, serta tenaga kesehatan yang memperhatikan kesehatan lansia masih kurang. Pos pelayanan terpadu (posyandu) lansia belum efektif, informasi minimal, kader belum optimal menunjang kebutuhan lansia. Ke de- pan, perlu memperkuat sistem pelayanan kesehatan lansia; peningkatan perhatian dan kemitraan dengan lembaga eksekutif dan legislatif; serta melakukan inovasi strategi pendidikan, pelayanan, dan penelitian di bidang kesehatan lansia di daerah terpencil dan perdesaan Indonesia.Kata kunci: Kesehatan, lanjut usia, perdesaanAbstractIndonesia is a country with the highest increase numbers of elderly in the world. In the range 35 years since 1990, the increase number of the elder- ly will be 414% that will set Indonesia in the fifth rank of the highest elderly in the world by the year of 2025. In most developing countries on the world,more than two third elderly live in remote and rural area. The aim of this study is to descript and discuss statistic data, health, health services, and programs for elderly in remote and rural Indonesia represented by Tanimbar Islands Maluku Province. The study use qualitative method by observation, participation, and interview with 30 elderly from 2 semiurban and 6 rural area in remote, rural, new developing administration district, and outer is lands of Republic Indonesia, Tanimbar Islands, Maluku Province in April to June 2010. We also interview and discuss elderly problems with elderly section program in health department West-Southeast Maluku region and el- derly program personnel in public health center. From the study, we found major health problems of the elderly in Tanimbar are genus artralgia, chronic gastritis, lower back pain, cataract, hypertension, and diabetes mellitus. Social and culture problems are urbanization which make elderly living alone. Integrated service section for elderly arent effective, minimal infor- mation, and the human resources arent optimal enough to support elderly needs. In the future, we must strengthen our health services system for elderly; expands the concern and networking with executive and legislative board; do education, service, and research innovations and strategies in the field of elderly health in remote rural Indonesia.Key words: Health, elderly, rural areas"
S0,Kesmas: Jurnal Kesehatan Masyarakat Nasional,Pemanfaatan Posyandu Lansia di Kota Pariaman ,"Pemanfaatan Posyandu Lansia di Wilayah Kerja Puskesmas Naras Kota Pariaman 2007 masih sangat rendah yaitu 13,23% dari standar pelayanan minimal(SPM) Kota Pariaman 40%. Penelitian ini untuk mendapatkan informasi yang mendalam tentang pemanfaatan posyandu lansia serta faktor yang mendorongdan menghambat dalam pemanfaatan posyandu lansia di Kota Pariaman pada 2008. Menggunakan data primer dengan metode wawancara mendalam dandiskusi kelompok terarah. Informan berjumlah 53 orang, terdiri dari 24 orang informan yang memanfaatkan posyandu lansia, 24 orang informan yang tidakmemanfaatkan posyandu lansia dan 5 orang informan kunci. Data dianalisis dengan teknik analisis isi dengan validasi hasil penelitian dilakukan triagulasisumber dan metode. Penelitian ini menunjukkan adanya perbedaan pemanfaatan posyandu lansia berdasarkan kelompok umur, jenis kelamin dan statuspekerjaan. Dalam mengatasi masalah tersebut perlu adanya penyuluhan tentang posyandu lansia secara intensif dalam upaya meningkatkan pengetahuanmasyarakat akan tujuan, sasaran dan kegiatan posyandu lansia.Kata kunci : Pemanfaatan, posyandu, lansiaAbstractThe utilization of integrated health posts for elderly in the working area of Naras Health Center of Pariaman City was still low (13.23%) in 2007. The numberwas lower than Minimal Service Standard (SPM) that was 40%. The study aimed to obtain the information of the utilization of the integrated health posts forthe elderly and factors supported and constrained the utilization of integrated health posts for the elderly in the working area of Naras Health Center ofPariaman City in 2008. Data was collected using focus group discussion and in-depth interview methods. The number of informants in this study was 53 persons consisted of 24 persons who utilized the integrated health posts for the elderly, 24 persons who did not utilize post, and 5 persons as key informants.Data was analyzed using content analysis technique and in order to test the validity of study result, triangulation in both method and source was employed.The study revealed that utilization of integrated health posts for elderly differed by age group of the elderly, gender (women), and employment status. The informants utilized the integrated health posts for the elderly had a good knowledge and positive perception on activities and advantages of the integrated healthposts for the elderly. Keywords: Utilization, integrated health posts, elderly"
S0,Kesmas: Jurnal Kesehatan Masyarakat Nasional,Pengetahuan Klien dan Kualitas Pelayanan sebagai Dasar Pemilihan Alat Kontrasepsi Hormonal ,"Tingkat pemakaian kontrasepsi hormonal oleh akseptor Keluarga Berencana di kelurahan Muktiharjo Kidul kota Semarang yang tinggi diduga merupakan dampak tidak diberikannya informasi yang luas tentang kelebihan dan kekurangan alat kontrasepsi dan pelayanan kontrasepsi yangberkualitas. Penelitian ini bertujuan untuk mengetahui hubungan pengetahuan dan kualitas pelayanan dengan pemilihan alat kontrasepsi hormonal pada pasangan usia subur di kelurahan Muktiharjo Kidul. Jenis penelitian adalah explanatory study dengan pendekatan cross sectional yang dianalisis secara deskriptif. Penarikan sampel dilakukan secara acak dari populasi pasangan usia subur yang menggunakan alat kontrasepsi di kelurahan Muktiharjo Kidul kota Semarang. Hasil penelitian menunjukkan bahwa prevalensi pasangan usia subur yang menggunakan kontrasepsi hormonal dipengaruhi oleh pengetahuan yang baik dan pelayanan yang berkualitas.Statistik menunjukkan bahwa ada hubungan antara pengetahuan dan kualitas pelayanan dengan pemilihan alat kontrasepsi.Kata kunci: Pengetahuan, kualitas pelayanan, kontrasepsiAbstractThe high level of hormonal contraceptive using by Family Planning acceptor in Muktiharjo, Kidul, Semarang, suspectedly caused by lackness of information given about advantages and disadvantages of contraceptives and high quality of service. This research conducted to identify relationship of knowledge and service quality in selecting hormonal contraceptives on reproductive age couple in Muktiharjo, Kidul. The type of the research is explanatory study uses cross sectional approach and descriptive analysis. Sample are collected randomly from reproductive age couple which use hormonal contraceptives in Muktiharjo, Kidul, Semarang. This study result that productive age couple using hormonal contraceptives prevalence affected by good knowledge and high quality service. Statistics show thatthere is a relationship between knowledge and service quality in the matter of selecting contraceptives.Key words: Knowledge, service quality, contraception"
S0,Kesmas: Jurnal Kesehatan Masyarakat Nasional,Hubungan Kadar Timbel dalam Darah dengan Kadar Hemoglobin dan Hematokrit pada Petugas Pintu Tol Jagorawi ,"Penelitian tentang hubungan antara kadar timbel dalam darah dengan anemia yang tercermin dalam kadar hemoglobin dan hematokrit pada petugas pintu tol Jagorawi Jakarta. Landasan teori penelitian ini adalah hasil pemantauan kualitas udara Daerah Khusus Ibu Kota (DKI) Jakarta dimana kadar timbel di udara ambien melebihi Baku Mutu Lingkungan (BML) danadanya petunjuk literatur bahwa timbel memiliki pengaruh negatif terhadap sistem hemopoitik pada manusia. Seratus orang pekerja terpilih untuk penelitian ini. Sebanyak 12% dari pekerja yang merupakan subjek pada penelitian ini tergolong anemia berdasarkan kadar hemoglobin darah dan 10% anemia berdasarkan nilai hematokrit. Kadar timbel darah yang didapatkan pada penelitian ini adalah 20,1  1,1gr% dengan maksimum 22,9gr%; dengan kadar hemoglobin sebesar 15,2  1,5gr% minimum 9,9gr%; nilai hematokrit sebesar 45,2  4,4%, minimum 30%. Seluruh subjek memiliki nilai Pb darah di atas 10 gr% termasuk 16 wanita dalam usia subur. Secara umum tidak ditemukan asosiasi yang bermakna antara kadartimbel darah terhadap kadar hemoglobin dan hematokrit. Asosiasi yang tidak bermakna antara kadar timbel darah terhadap kadar dan abnormalitas hemoglobin dan hematokrit bersesuaian dengan hasil studi peneliti lainnya yang menyatakan bahwa hubungan bersifat tidak bermakna padakadar Pb darah di bawah 40 gr%.Kata kunci: Timbel dalam darah, hemoglobin, hematokrit, baku mutu lingkunganAbstractA study on the association of lead in blood and haemoglobin and hematocrit value as a measure of anaemia among toll booth workers at Jagorawi Jakarta, has been conducted. The rational of the study is that high aerial lead content has been reported by the Jakarta environmental authority and health literature indicates that lead is toxic to human hemopoeitic system. The toll booth workers are exposed to air pollutants in their day to day work. One hundred workers, randomly selected, participated in the study. On the haemoglobin concentration, 12% of the study subjects were categorized as anaemia, while on hematocrit values 10% were considered as anaemia. Blood lead concentrations found in this study were 20,1  1,1 (mean  SD) gr% and the maximum value was 22,9gr%. The haemoglobin values were 15,2  1,5gr% with a minimum of 9,9gr%, while the hematocrit values were 45,2  4,4% with a minimum of 30%. All blood lead values were above 10gr% including 16 women of child-bearing age. In general, no association was found between blood lead and haemoglobin and hematocrit values. This discovery is in line with other studies which found that there is no meaningful association between blood lead and anaemia when the blood lead concentrations were below 40 gr%.Key words: Blood lead, haemoglobin, hematocrit, environmental qualitystandards"
S0,Kesmas: Jurnal Kesehatan Masyarakat Nasional,Pelatihan Kader Kesehatan untuk Penemuan Penderita Suspek Tuberkulosis ,"Di Indonesia, kasus tuberkulosis (TB) yang dilaporkan pada tahun 2011 ter- deteksi lebih dari 70% dan cenderung terus meningkat. Di Kota Surabaya, cakupan penemuan penderita adalah sekitar 49,52% dengan jumlah suspek TB sebanyak 4.402 orang hingga tahun 2011. Keterlibatan masyarakat dalam penanggulangan TB tersebut sesuai dengan Kerangka Kerja Strategi Penanggulangan TB 2006-2010. Masyarakat berpeluang untuk berperan dalam penanggulangan TB, sumber daya di masyarakat dimanfaatkan untuk meningkatkan derajat kesehatan dan mengubah perilaku masyarakat. Penelitian ini bertujuan mengetahui pengaruh pelatihan terhadap pengetahuan kader kesehatan dalam penemuan suspek TB. Penelitian kuantitatif ini menggunakan rancangan studi kuasi eksperimental kelompok kontrol non-ekuivalen. Perlakuan pelatihan program pengendalian berupa penemuan suspek TB. Populasi penelitian adalah ibu rumah tangga di wilayah kerja Puskesmas Mojo di Kota Surabaya dengan jumlah sampel 90 ibu rumah tangga berumur rata-rata 48 tahun, tingkat pendidikan terbanyak adalah tamat SMA (58,9%). Setelah pelatihan, pengetahuan kader tentang penemuan suspek TB meningkat dari 67 (74,4%) menjadi 89 (98,9%). Perlu implementasi untuk melihat kemampuan kader menerapkan pengetahuan yang diperoleh dalam menemukan suspek penderita TB dengan pen- dampingan dan monitoring kader.Progress reports current situation of tuberculosis (TB) in Indonesia in 2011 showed Case Detection Rate (CDR) of over 70% and showed an increase from year to year. While the city of Surabaya figures coverage discovery Patients up to 2011 amounted to 49.52% with the number of 4,402 people suspected. Community involvement in TB control in accordance with the Tuberculosis Control Strategy Framework 2006-2010. The opportunities as well as public opportunities to participate in TB control to make the resources available in the community should be utilized to improve health status and change peoples behavior as a factor influencing health status. This study aimed to determine the effect of training on the knowledge of health cadres in the discovery of suspected tuberculosisThis study uses quantitative methods to the design of a Quasi Nonequivalent Experimental Control Group Design. Treatment will be given in the form of training on tuberculosis control program in the discovery suspected tuberculosis. The population in this study was a housewife in Puskesmas Mojo working in the city of Surabaya. Large sample taken as many as 90 respondents. Characteristics housewife with average age 48 years, female gender, and education all most 31.1%. Improvement occurred knowledge of 67 (74.4 %) health workers who have good knowledge before training to 89 (98.9 %). Based on the results of this study concluded increased knowledge of health workers after training in the discovery of suspected tuberculosis. Further implementation is needed to see the ability of the implementing cadres who have acquired knowledge in finding patients with suspected tuberculosis in the surrounding environment. In its application may be made to the guidance and monitoring of health cadres in the process of discovery with suspected tuberculosis."
S0,Kesmas: Jurnal Kesehatan Masyarakat Nasional,"Lingkungan Fisik dan Angka Kuman Udara Ruangan di Rumah Sakit Umum Haji Makassar, Sulawesi Selatan ","Udara merupakan salah satu media lingkungan tempat bakteri, virus, danfungi hidup dan berkembang. Oleh karena mikroorganisme tersebutmemerlukan berbagai persyaratan untuk tumbuh dan berkembang, faktor-faktorlingkungan fisik udara tertentu dapat berhubungan dengan angkakuman. Untuk menentukan hubungan ini, telah dilakukan studi potong lintangdi ruang rawat inap pasien Rumah Sakit Umum Haji Makasar. Kualitasfaktor-faktor lingkungan fisik (pencahayaan, suhu, kelembaban relatif, dankepadatan ruangan) dan angka kepadatan kuman dalam 5 ruang rawat inap(pavilion, kelas 1, kelas 2, kelas 3, dan recovery room) diukur 3 kali (pagi,siang, dan sebelum matahari terbenam) pada 3 titik pengukuran berbedasetiap ruang. Hasilnya menunjukkan bahwa lebih dari 91% angka kumandan 71%-87% kualitas lingkungan fisik tidak memenuhi kesehatan yangdipersyaratkan oleh Keputusan Menteri Kesehatan RI No.1204/MENKES/SK/X/2004. Berdasarkan 4 faktor lingkungan fisik yangdiukur, hanya kelembaban relatif yang secara langsung berhubungan denganangka kepadatan kuman (nilai p = 0,023), meskipun korelasi liniernyasangat rendah (korelasi Pearson 0,299). Sesuai dengan tingkat korelasi ini,kontribusi semua faktor lingkungan fisik kepada angka kuman hanya 14,6%(R2 = 0,382). Apabila disesuaikan dengan populasi standar, kontribusi inihanya 6%.Kata kunci: Angka kuman, faktor lingkungan fisik, rumah sakit umum hajiAbstractAir is an environmental medium where microbe such as bacteria, viruses,and fungi can live and may infect exposed people. As the microbes requireappropriate condition to live and grow, particular physical environment of airmay associate with microbial density rate. To determine this association, across-sectional study has been conducted in in-patient wards of MakassarPublic Hospital of Hajj. Quality of physical environment factors (lighting,temperature, relative humidity, and room density) and microbial density rateof indoor air in five in-patient wards (pavilion, class 1, class 2, class 3, and recovery room) were measured three times (morning, afternoon, and before sunset) at three different sampling sites of each room. The results show that more than 91% microbe rate and 71%-87% quality of physical environmental factors do not comply with the health requirements as regulated in the Ministry of Health Decision of 1204/MENKES/ SK/X/2004. Of four physical environmental factors quantified, only relative humidity is associated directly with the microbe rate (p = 0,023), although its linear correlation is very low (Pearson correlation 0,299). Correspondingly, contribution of all physical environmental factors to the microbe rate is only 6% (R2 = 0,382). Adjusted to the population standard, this contribution is only 6%.Key words: Physical environment factor, microbe rate, hajj public hospital"
S0,Kesmas: Jurnal Kesehatan Masyarakat Nasional,Faktor Determinan Pemilihan Makanan Jajanan pada Siswa Sekolah Dasar ,"Makanan jajanan pada siswa sekolah masih banyak yang bermutu rendah sehingga keterampilan anak dalam memilih memegang peran penting dalam mendapatkan jajanan yang sesuai dengan kebutuhannya. Penelitian ini bertujuan untuk menilai mutu jajanan siswa sekolah dan mengidentifikasi faktor-faktor yang menentukan pemilihan jajanan. Penelitian dilakukan dengan menggunakan desain cross sectional pada 120 siswa sekolah dasar di Kota Batu yang dipilih secara purposif pada bulan September hingga Desember 2009. Mutu jajanan sekolah diperiksa di laboratorium. Siswa diminta untuk menjawab 28 pertanyaan tentang pemilihan jajanan. Data yang diperoleh diolah dan dianalisis dengan uji analisis faktor. Hasil penelitian menunjukkan bahwa pada umumnya jajanan pada siswa seko-lah mengandung energi di bawah standar (300 Kkal/ orsi). Komposisi bahan penyusun jajanan kurang bervariasi. Sebagian besar jajanan (71,4%) mengandung formalin. Faktor utama yang menentukan pemilihan jajanan di sekolah mencakup variabel harga, hadiah, ukuran porsi, aroma, dan kebebasan menentukan pilihan sendiri. Dari hasil penelitian dapat disimpulkan bahwa kandungan gizi dan keamanan jajanan anak sekolah perlu ditingkatkan. Determinan utama pemilihan jajanan didominasi aspek harga, hadiah, dan cita rasa. Untuk membuat jajanan yang bergizi dan aman disarankan pembuatan dilakukan dengan menggunakan bahan pangan dan teknologi lokal. Selain itu, juga diperlukan penegakan hukum terkait dengan penggunaan bahan berbahaya dalam jajanan siswa sekolah.Snacks of poor qualities which still predominate foods sold in school high-lights the importance of skill in choosing healthy foods. This research was aimed to examine the quality of snack and determine factors that contribute to childrens food choice. The study was conducted using cross sectional design on purposefully selected 120 school children from four elementary schools in Kota Batu in September to December 2009. School snacks were collected for laboratory analyses. The children were asked to the extent they agree or disagree with 28 questions on snack choice. The collected data were analysed using factor analysis test. The study revealed that the energy content of the snacks was generally below standard (300 Kcal/serving). The snacks were in most cases made of less diverse food ingredients while 71.4% samples contained formaldehyde. The children choice to snacks were primarily determined by factor including price, gimmick, serving size, flavor, and freedom to choose their own snacks. It is concluded that both snack quality and safety should be improved. Determining factors to snack choice mainly cover price, gimmick, and food sensory qualities. Snacks made of local mixed-ingredients should be promoted to decrease the price while regulations on providing better and safer foods should be seriously enforced."
S0,Kesmas: Jurnal Kesehatan Masyarakat Nasional,Perilaku Remaja Putri Menghadapi  Menarche Berdasarkan Nilai Budaya Batak ,"Masa remaja merupakan masa transisi dari masa kanak-kanak menuju masa dewasa yang ditandai oleh perubahan fisik, intelektual, seksual,dan emosional. Menarche pada remaja putri menjadi pertanda memasuki tahapan sistem reproduksi dewasa. Sesuai dengan nilai dan budaya masyarakat, peristiwa menstruasi pertama yang fisiologis itu mendapat respons yang berbeda. Tujuan penelitian ini adalah mengembangkan kerangka teoritis tentang pola perilaku remaja putri dalam menghadapi menarche sesuai dengan nilai dan budaya keluarga Batakdi Jakarta. Penelitian kualitatif ini dilakukan dengan pendekatan grounded theory dengan metode pengumpulan data melalui wawancara mendalam, observasi, dan studi literatur. Enamoranginforman direkrut dengan cara purposive sampling di wilayah Jakarta Timur. Data yang dikumpulkan di analisis dengan menggunakan constant comparative analysis sampai tercapai saturasi data. Hasil penelitian ini menunjukkan bahwa perilaku remaja putri menghadapi menarche sesuai dengan nilai dan budaya Batak di Jakarta dipengaruhi oleh informasi yang diterima, pola asuh dalam keluarga, dan pandanga norangtua terhadap menarche. Oleh sebab itu, perawat diharapkan dapat memberikan informasi yang komprehensif kepada remaja tentang proses perkembangan reproduksi dan perawatan saat menarche dengan mengikutsertakan orang tua dalam pemberian pendidikan kesehatan pada anak.Adolescence is a phase that lies between childhood and adulthood. There are some changes occur due to this transitional phase including physical, intellectual, sexual and emotional changes. Menarche phase in woman shows that a more developed reproductive system has started. There are different responses according to culture and community value in encountering the menarche phase. The purpose of this study was to develop a theoryb about adolescent girl behavioral pattern encountering menarche phase. This qualitative study was conducted using grounded theory approach, by collecting data from interviews, observation and literature study. Six respondents were recruited using purposive sampling in East Jakarta. The collected data was analyzed using constant comparative analysis until data saturation was achieved. Result of this study showed that adolescent girl behavior encountering menarche phase according to Bataks culture and traditional value was influenced by information adopted, mothering pattern in the family and parents angle of view about menarche phase. Regarding this, a nurse is expected to be able to give comprehensive information to adolescent girl aboutits reproductive system development and nursing in menarche phase. In addition, parents involvement is recommended in health education giving to children."
